Project,Workbook,Workbook Publisher,Is Extract?,Type,Connection
NEO - Customer Connections (test),HFC Callback Dashboard,Sagar Mehrotra,Yes,Netezza,Logical Order Datasource
NEO - Customer Connections (test),LOC-Address Mismatch - FW,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),Net Prem/Services Speed Tiers,Vijay Jaswal,No,Postgres,Tableau Events
NEO - Customer Connections (test),On The Day Daily Summary,Cecilia Li,No,Hyper,PAI_OTD_SDP_Performance
NEO - Customer Connections (test),On The Day Daily Summary,Cecilia Li,No,Hyper,PRD_OTD_View
NEO - Customer Connections (test),On The Day SDP Performance Dashboard (Test with Cloud Data),Tim Dang,No,Hyper,PAI_OTD_SDP_Performance
NEO - Customer Connections (test),Pon Mis-Match Held Order,Suhali Tandon,No,Hyper,PON Mis-match Orders
NEO - Customer Connections (test),Pon Mis-Match Held Order,Suhali Tandon,No,Postgres,Tableau Events
NEO - Customer Connections (test),Proactive RFT Monitoring,Fletcher McGillivray,No,Hyper,FTTC DFD RFT Daily Wash
NEO - Customer Connections (test),Proactive RFT Monitoring,Fletcher McGillivray,No,Hyper,Live FTTC DFD RFT Wash
NEO - Customer Connections (test),Rolled forward FTTC LOCs,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),Service Requests Dashboards,Suhali Tandon,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections (test),SIK Reporting - Test for HFC,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),TC2 SC1 Prescope Report DRAFT,Fletcher McGillivray,No,Hyper,TC2 Prescope Data
NEO - Customer Connections (test),Test - NEX08 - Inflight Orders - RSP Forward View,Pritpal Walia,No,Netezza,FRP_Inflight_Orders_Movement Analysis
NEO - Customer Connections (test),TIO Aged Cases,Suhali Tandon,No,Hyper,BPE - Open Complaints
